local,raca_cor,ano,genero,idade,taxa_ocupacao
Brasil,Total,2020,Total,60-65,"93,4%"
Brasil,Total,2020,Total,66+,"97,3%"
Brasil,Total,2020,Masc,Total,"88,3%"
Brasil,Total,2020,Fem,Total,"83,5%"
Brasil,Total,2020,Masc,14-19,"62,5%"
Brasil,Total,2020,Fem,14-19,"51,7%"
Brasil,Total,2020,Masc,20-29,"82,9%"
Brasil,Total,2020,Fem,20-29,"75,1%"
Brasil,Total,2020,Masc,30-39,"91,3%"
Brasil,Total,2020,Fem,30-39,"86,3%"
Brasil,Total,2020,Masc,40-49,"92,0%"
Brasil,Total,2020,Fem,40-49,"88,9%"
Brasil,Total,2020,Masc,50-59,"92,0%"
Brasil,Total,2020,Fem,50-59,"91,0%"
Brasil,Total,2020,Masc,60-65,"92,9%"
Brasil,Total,2020,Fem,60-65,"94,3%"
Brasil,Total,2020,Masc,66+,"97,5%"
Brasil,Total,2020,Fem,66+,"97,0%"
Brasil,Total,2021,Total,Total,"86,0%"
Brasil,Total,2021,Total,14-19,"59,6%"
Brasil,Total,2021,Total,20-29,"79,5%"
Brasil,Total,2021,Total,30-39,"88,4%"
Brasil,Total,2021,Total,40-49,"90,4%"
Brasil,Total,2021,Total,50-59,"91,3%"
Brasil,Total,2021,Total,60-65,"93,5%"
Brasil,Total,2021,Total,66+,"96,5%"
Brasil,Total,2021,Masc,Total,"88,6%"
Brasil,Total,2021,Fem,Total,"82,6%"
Brasil,Total,2021,Masc,14-19,"65,1%"
Brasil,Total,2021,Fem,14-19,"51,7%"
Brasil,Total,2021,Masc,20-29,"83,0%"
Brasil,Total,2021,Fem,20-29,"74,9%"
Brasil,Total,2021,Masc,30-39,"91,3%"
Brasil,Total,2021,Fem,30-39,"84,6%"
Brasil,Total,2021,Masc,40-49,"92,9%"
Brasil,Total,2021,Fem,40-49,"87,3%"
Brasil,Total,2021,Masc,50-59,"91,9%"
Brasil,Total,2021,Fem,50-59,"90,5%"
Brasil,Total,2021,Masc,60-65,"93,7%"
Brasil,Total,2021,Fem,60-65,"93,1%"
Brasil,Total,2021,Masc,66+,"96,3%"
Brasil,Total,2021,Fem,66+,"97,1%"
Brasil,Total,2022,Total,Total,"90,4%"
Brasil,Total,2022,Total,14-19,"69,1%"
Brasil,Total,2022,Total,20-29,"85,9%"
Brasil,Total,2022,Total,30-39,"92,5%"
Brasil,Total,2022,Total,40-49,"93,6%"
Brasil,Total,2022,Total,50-59,"94,4%"
Brasil,Total,2022,Total,60-65,"95,0%"
Brasil,Total,2022,Total,66+,"97,6%"
Brasil,Total,2022,Masc,Total,"92,1%"
Brasil,Total,2022,Fem,Total,"88,2%"
Brasil,Total,2022,Masc,14-19,"72,8%"
Brasil,Total,2022,Fem,14-19,"64,0%"
Brasil,Total,2022,Masc,20-29,"88,7%"
Brasil,Total,2022,Fem,20-29,"82,4%"
Brasil,Total,2022,Masc,30-39,"94,4%"
Brasil,Total,2022,Fem,30-39,"90,3%"
Brasil,Total,2022,Masc,40-49,"94,9%"
Brasil,Total,2022,Fem,40-49,"92,0%"
Brasil,Total,2022,Masc,50-59,"95,1%"
Brasil,Total,2022,Fem,50-59,"93,5%"
Brasil,Total,2022,Masc,60-65,"94,5%"
Brasil,Total,2022,Fem,60-65,"95,9%"
Brasil,Total,2022,Masc,66+,"97,8%"
Brasil,Total,2022,Fem,66+,"97,2%"
Ceará,Branca,2012,Total,Total,"93,6%"
Ceará,Branca,2012,Masc,14-19,"87,8%"
Ceará,Branca,2012,Masc,20-29,"90,4%"
Ceará,Branca,2012,Masc,30-39,"97,5%"
Ceará,Branca,2012,Masc,40-49,"98,3%"
Ceará,Branca,2012,Masc,50-59,"99,1%"
Ceará,Branca,2012,Masc,60-65,"100,0%"
Ceará,Branca,2012,Masc,66+,"99,1%"
Ceará,Branca,2012,Fem,14-19,"79,0%"
Ceará,Branca,2012,Fem,20-29,"86,5%"
Ceará,Branca,2012,Fem,30-39,"95,1%"
Ceará,Branca,2012,Fem,40-49,"93,0%"
Ceará,Branca,2012,Fem,50-59,"97,7%"
Ceará,Branca,2012,Fem,60-65,"100,0%"
Ceará,Branca,2012,Fem,66+,"100,0%"
Ceará,Branca,2012,Total,14-19,"83,9%"
Ceará,Branca,2012,Total,20-29,"88,7%"
Ceará,Branca,2012,Total,30-39,"96,4%"
Ceará,Branca,2012,Total,40-49,"95,9%"
Ceará,Branca,2012,Total,50-59,"98,4%"
Ceará,Branca,2012,Total,60-65,"100,0%"
Ceará,Branca,2012,Total,66+,"99,2%"
Ceará,Branca,2012,Masc,Total,"95,3%"
Ceará,Branca,2012,Fem,Total,"91,5%"
Ceará,Branca,2013,Total,Total,"93,3%"
Ceará,Branca,2013,Masc,14-19,"87,8%"
Ceará,Branca,2013,Masc,20-29,"91,3%"
Ceará,Branca,2013,Masc,30-39,"95,2%"
Ceará,Branca,2013,Masc,40-49,"98,7%"
Ceará,Branca,2013,Masc,50-59,"97,2%"
Ceará,Branca,2013,Masc,60-65,"100,0%"
Ceará,Branca,2013,Masc,66+,"95,1%"
Ceará,Branca,2013,Fem,14-19,"84,6%"
Ceará,Branca,2013,Fem,20-29,"85,9%"
Ceará,Branca,2013,Fem,30-39,"93,7%"
Ceará,Branca,2013,Fem,40-49,"95,7%"
Ceará,Branca,2013,Fem,50-59,"96,5%"
Ceará,Branca,2013,Fem,60-65,"98,2%"
Ceará,Branca,2013,Fem,66+,"95,7%"
Ceará,Branca,2013,Total,14-19,"86,3%"
Ceará,Branca,2013,Total,20-29,"88,9%"
Ceará,Branca,2013,Total,30-39,"94,5%"
Ceará,Branca,2013,Total,40-49,"97,3%"
Ceará,Branca,2013,Total,50-59,"96,9%"
Ceará,Branca,2013,Total,60-65,"99,2%"
Ceará,Branca,2013,Total,66+,"95,3%"
Ceará,Branca,2013,Masc,Total,"94,6%"
Ceará,Branca,2013,Fem,Total,"91,6%"
Ceará,Branca,2014,Total,Total,"92,9%"
Ceará,Branca,2014,Masc,14-19,"75,3%"
Ceará,Branca,2014,Masc,20-29,"90,2%"
Ceará,Branca,2014,Masc,30-39,"94,3%"
Ceará,Branca,2014,Masc,40-49,"95,5%"
Ceará,Branca,2014,Masc,50-59,"97,8%"
Ceará,Branca,2014,Masc,60-65,"97,2%"
Ceará,Branca,2014,Masc,66+,"100,0%"
Ceará,Branca,2014,Fem,14-19,"69,6%"
Ceará,Branca,2014,Fem,20-29,"87,9%"
Ceará,Branca,2014,Fem,30-39,"94,7%"
Ceará,Branca,2014,Fem,40-49,"98,5%"
Ceará,Branca,2014,Fem,50-59,"99,2%"
Ceará,Branca,2014,Fem,60-65,"100,0%"
Ceará,Branca,2014,Fem,66+,"100,0%"
Ceará,Branca,2014,Total,14-19,"72,7%"
Ceará,Branca,2014,Total,20-29,"89,1%"
Ceará,Branca,2014,Total,30-39,"94,5%"
Ceará,Branca,2014,Total,40-49,"97,0%"
Ceará,Branca,2014,Total,50-59,"98,4%"
Ceará,Branca,2014,Total,60-65,"98,2%"
Ceará,Branca,2014,Total,66+,"100,0%"
Ceará,Branca,2014,Masc,Total,"93,0%"
Ceará,Branca,2014,Fem,Total,"92,8%"
Ceará,Branca,2015,Total,Total,"91,6%"
Ceará,Branca,2015,Masc,14-19,"69,4%"
Ceará,Branca,2015,Masc,20-29,"89,2%"
Ceará,Branca,2015,Masc,30-39,"94,6%"
Ceará,Branca,2015,Masc,40-49,"94,5%"
Ceará,Branca,2015,Masc,50-59,"97,6%"
Ceará,Branca,2015,Masc,60-65,"97,7%"
Ceará,Branca,2015,Masc,66+,"98,8%"
Ceará,Branca,2015,Fem,14-19,"64,6%"
Ceará,Branca,2015,Fem,20-29,"89,2%"
Ceará,Branca,2015,Fem,30-39,"93,6%"
Ceará,Branca,2015,Fem,40-49,"96,0%"
Ceará,Branca,2015,Fem,50-59,"97,0%"
Ceará,Branca,2015,Fem,60-65,"100,0%"
Ceará,Branca,2015,Fem,66+,"100,0%"
Ceará,Branca,2015,Total,14-19,"67,4%"
Ceará,Branca,2015,Total,20-29,"89,2%"
Ceará,Branca,2015,Total,30-39,"94,1%"
Ceará,Branca,2015,Total,40-49,"95,2%"
Ceará,Branca,2015,Total,50-59,"97,4%"
Ceará,Branca,2015,Total,60-65,"98,7%"
Ceará,Branca,2015,Total,66+,"99,2%"
Ceará,Branca,2015,Masc,Total,"91,7%"
Ceará,Branca,2015,Fem,Total,"91,5%"
Ceará,Branca,2016,Total,Total,"89,6%"
Ceará,Branca,2016,Masc,14-19,"67,2%"
Ceará,Branca,2016,Masc,20-29,"87,1%"
Ceará,Branca,2016,Masc,30-39,"91,4%"
Ceará,Branca,2016,Masc,40-49,"94,6%"
Ceará,Branca,2016,Masc,50-59,"97,4%"
Ceará,Branca,2016,Masc,60-65,"100,0%"
Ceará,Branca,2016,Masc,66+,"100,0%"
Ceará,Branca,2016,Fem,14-19,"50,0%"
Ceará,Branca,2016,Fem,20-29,"79,8%"
Ceará,Branca,2016,Fem,30-39,"92,2%"
Ceará,Branca,2016,Fem,40-49,"95,7%"
Ceará,Branca,2016,Fem,50-59,"96,0%"
Ceará,Branca,2016,Fem,60-65,"100,0%"
Ceará,Branca,2016,Fem,66+,"94,3%"
Ceará,Branca,2016,Total,14-19,"60,3%"
Ceará,Branca,2016,Total,20-29,"83,8%"
Ceará,Branca,2016,Total,30-39,"91,8%"
Ceará,Branca,2016,Total,40-49,"95,1%"
Ceará,Branca,2016,Total,50-59,"96,8%"
Ceará,Branca,2016,Total,60-65,"100,0%"
Ceará,Branca,2016,Total,66+,"98,4%"
Ceará,Branca,2016,Masc,Total,"90,8%"
Ceará,Branca,2016,Fem,Total,"88,1%"
Ceará,Branca,2017,Total,Total,"88,7%"
Ceará,Branca,2017,Masc,14-19,"70,8%"
Ceará,Branca,2017,Masc,20-29,"79,4%"
Ceará,Branca,2017,Masc,30-39,"92,2%"
Ceará,Branca,2017,Masc,40-49,"93,4%"
Ceará,Branca,2017,Masc,50-59,"98,1%"
Ceará,Branca,2017,Masc,60-65,"96,1%"
Ceará,Branca,2017,Masc,66+,"100,0%"
Ceará,Branca,2017,Fem,14-19,"76,1%"
Ceará,Branca,2017,Fem,20-29,"79,7%"
Ceará,Branca,2017,Fem,30-39,"91,0%"
Ceará,Branca,2017,Fem,40-49,"95,2%"
Ceará,Branca,2017,Fem,50-59,"95,7%"
Ceará,Branca,2017,Fem,60-65,"97,3%"
Ceará,Branca,2017,Fem,66+,"100,0%"
Ceará,Branca,2017,Total,14-19,"73,0%"
Ceará,Branca,2017,Total,20-29,"79,5%"
Ceará,Branca,2017,Total,30-39,"91,7%"
Ceará,Branca,2017,Total,40-49,"94,2%"
Ceará,Branca,2017,Total,50-59,"97,0%"
Ceará,Branca,2017,Total,60-65,"96,6%"
Ceará,Branca,2017,Total,66+,"100,0%"
Ceará,Branca,2017,Masc,Total,"88,8%"
Ceará,Branca,2017,Fem,Total,"88,7%"
Ceará,Branca,2018,Total,Total,"90,3%"
Ceará,Branca,2018,Masc,14-19,"75,2%"
Ceará,Branca,2018,Masc,20-29,"84,1%"
Ceará,Branca,2018,Masc,30-39,"92,4%"
Ceará,Branca,2018,Masc,40-49,"96,5%"
Ceará,Branca,2018,Masc,50-59,"97,2%"
Ceará,Branca,2018,Masc,60-65,"92,3%"
Ceará,Branca,2018,Masc,66+,"100,0%"
Ceará,Branca,2018,Fem,14-19,"63,8%"
Ceará,Branca,2018,Fem,20-29,"80,7%"
Ceará,Branca,2018,Fem,30-39,"93,7%"
Ceará,Branca,2018,Fem,40-49,"93,0%"
Ceará,Branca,2018,Fem,50-59,"95,9%"
Ceará,Branca,2018,Fem,60-65,"97,0%"
Ceará,Branca,2018,Fem,66+,"94,1%"
Ceará,Branca,2018,Total,14-19,"69,9%"
Ceará,Branca,2018,Total,20-29,"82,6%"
Ceará,Branca,2018,Total,30-39,"93,1%"
Ceará,Branca,2018,Total,40-49,"94,7%"
Ceará,Branca,2018,Total,50-59,"96,6%"
Ceará,Branca,2018,Total,60-65,"94,0%"
Ceará,Branca,2018,Total,66+,"98,3%"
Ceará,Branca,2018,Masc,Total,"91,1%"
Ceará,Branca,2018,Fem,Total,"89,4%"
Ceará,Branca,2019,Total,Total,"92,0%"
Ceará,Branca,2019,Masc,14-19,"65,3%"
Ceará,Branca,2019,Masc,20-29,"88,0%"
Ceará,Branca,2019,Masc,30-39,"95,8%"
Ceará,Branca,2019,Masc,40-49,"97,6%"
Ceará,Branca,2019,Masc,50-59,"94,7%"
Ceará,Branca,2019,Masc,60-65,"100,0%"
Ceará,Branca,2019,Masc,66+,"100,0%"
Ceará,Branca,2019,Fem,14-19,"62,2%"
Ceará,Branca,2019,Fem,20-29,"83,4%"
Ceará,Branca,2019,Fem,30-39,"93,3%"
Ceará,Branca,2019,Fem,40-49,"94,0%"
Ceará,Branca,2019,Fem,50-59,"98,1%"
Ceará,Branca,2019,Fem,60-65,"94,7%"
Ceará,Branca,2019,Fem,66+,"100,0%"
Ceará,Branca,2019,Total,14-19,"64,1%"
Ceará,Branca,2019,Total,20-29,"85,8%"
Ceará,Branca,2019,Total,30-39,"94,6%"
Ceará,Branca,2019,Total,40-49,"95,7%"
Ceará,Branca,2019,Total,50-59,"96,2%"
Ceará,Branca,2019,Total,60-65,"97,8%"
Ceará,Branca,2019,Total,66+,"100,0%"
Ceará,Branca,2019,Masc,Total,"93,0%"
Ceará,Branca,2019,Fem,Total,"90,8%"
Ceará,Branca,2020,Total,Total,"89,6%"
Ceará,Branca,2020,Masc,14-19,"55,7%"
Ceará,Branca,2020,Masc,20-29,"81,9%"
Ceará,Branca,2020,Masc,30-39,"95,9%"
Ceará,Branca,2020,Masc,40-49,"95,0%"
Ceará,Branca,2020,Masc,50-59,"94,5%"
Ceará,Branca,2020,Masc,60-65,"97,8%"
Ceará,Branca,2020,Masc,66+,"99,3%"
Ceará,Branca,2020,Fem,14-19,"70,5%"
Ceará,Branca,2020,Fem,20-29,"76,3%"
Ceará,Branca,2020,Fem,30-39,"92,0%"
Ceará,Branca,2020,Fem,40-49,"93,6%"
Ceará,Branca,2020,Fem,50-59,"93,6%"
Ceará,Branca,2020,Fem,60-65,"97,0%"
Ceará,Branca,2020,Fem,66+,"100,0%"
Ceará,Branca,2020,Total,14-19,"60,8%"
Ceará,Branca,2020,Total,20-29,"79,1%"
Ceará,Branca,2020,Total,30-39,"94,1%"
Ceará,Branca,2020,Total,40-49,"94,3%"
Ceará,Branca,2020,Total,50-59,"94,1%"
Ceará,Branca,2020,Total,60-65,"97,4%"
Ceará,Branca,2020,Total,66+,"99,6%"
Ceará,Branca,2020,Masc,Total,"90,6%"
Ceará,Branca,2020,Fem,Total,"88,5%"
Ceará,Branca,2021,Total,Total,"86,3%"
Ceará,Branca,2021,Masc,14-19,"71,6%"
Ceará,Branca,2021,Masc,20-29,"79,1%"
Ceará,Branca,2021,Masc,30-39,"95,6%"
Ceará,Branca,2021,Masc,40-49,"94,1%"
Ceará,Branca,2021,Masc,50-59,"93,8%"
Ceará,Branca,2021,Masc,60-65,"95,8%"
Ceará,Branca,2021,Masc,66+,"95,0%"
Ceará,Branca,2021,Fem,14-19,"38,8%"
Ceará,Branca,2021,Fem,20-29,"73,5%"
Ceará,Branca,2021,Fem,30-39,"82,5%"
Ceará,Branca,2021,Fem,40-49,"90,0%"
Ceará,Branca,2021,Fem,50-59,"96,5%"
Ceará,Branca,2021,Fem,60-65,"98,1%"
Ceará,Branca,2021,Fem,66+,"100,0%"
Ceará,Branca,2021,Total,14-19,"56,0%"
Ceará,Branca,2021,Total,20-29,"76,9%"
Ceará,Branca,2021,Total,30-39,"89,8%"
Ceará,Branca,2021,Total,40-49,"92,2%"
Ceará,Branca,2021,Total,50-59,"95,2%"
Ceará,Branca,2021,Total,60-65,"96,5%"
Ceará,Branca,2021,Total,66+,"96,6%"
Ceará,Branca,2021,Masc,Total,"89,3%"
Ceará,Branca,2021,Fem,Total,"82,4%"
Ceará,Branca,2022,Total,Total,"91,2%"
Ceará,Branca,2022,Masc,14-19,"73,7%"
Ceará,Branca,2022,Masc,20-29,"84,3%"
Ceará,Branca,2022,Masc,30-39,"94,1%"
Ceará,Branca,2022,Masc,40-49,"91,5%"
Ceará,Branca,2022,Masc,50-59,"97,1%"
Ceará,Branca,2022,Masc,60-65,"95,1%"
Ceará,Branca,2022,Masc,66+,"96,6%"
Ceará,Branca,2022,Fem,14-19,"69,3%"
Ceará,Branca,2022,Fem,20-29,"87,9%"
Ceará,Branca,2022,Fem,30-39,"93,5%"
Ceará,Branca,2022,Fem,40-49,"96,1%"
Ceará,Branca,2022,Fem,50-59,"97,6%"
Ceará,Branca,2022,Fem,60-65,"81,4%"
Ceará,Branca,2022,Fem,66+,"96,5%"
Ceará,Branca,2022,Total,14-19,"71,5%"
Ceará,Branca,2022,Total,20-29,"85,9%"
Ceará,Branca,2022,Total,30-39,"93,8%"
Ceará,Branca,2022,Total,40-49,"93,7%"
Ceará,Branca,2022,Total,50-59,"97,3%"
Ceará,Branca,2022,Total,60-65,"90,1%"
Ceará,Branca,2022,Total,66+,"96,6%"
Ceará,Branca,2022,Masc,Total,"90,9%"
Ceará,Branca,2022,Fem,Total,"91,5%"
Ceará,Ignorado,2012,Total,Total,"94,0%"
Ceará,Ignorado,2012,Masc,14-19,"100,0%"
Ceará,Ignorado,2012,Masc,20-29,"100,0%"
Ceará,Ignorado,2012,Masc,30-39,"100,0%"
Ceará,Ignorado,2012,Masc,40-49,"59,4%"
Ceará,Ignorado,2012,Masc,50-59,"100,0%"
Ceará,Ignorado,2012,Masc,60-65,"100,0%"
Ceará,Ignorado,2012,Fem,20-29,"100,0%"
Ceará,Ignorado,2012,Fem,30-39,"100,0%"
Ceará,Ignorado,2012,Fem,40-49,"85,4%"
Ceará,Ignorado,2012,Fem,50-59,"100,0%"
Ceará,Ignorado,2012,Total,14-19,"100,0%"
Ceará,Ignorado,2012,Total,20-29,"100,0%"
Ceará,Ignorado,2012,Total,30-39,"100,0%"
Ceará,Ignorado,2012,Total,40-49,"75,2%"
Ceará,Ignorado,2012,Total,50-59,"100,0%"
Ceará,Ignorado,2012,Total,60-65,"100,0%"
Ceará,Ignorado,2012,Masc,Total,"93,5%"
Ceará,Ignorado,2012,Fem,Total,"94,8%"
Ceará,Ignorado,2013,Total,Total,"91,5%"
Ceará,Ignorado,2013,Masc,14-19,"100,0%"
Ceará,Ignorado,2013,Masc,20-29,"78,2%"
Ceará,Ignorado,2013,Masc,30-39,"100,0%"
Ceará,Ignorado,2013,Masc,50-59,"100,0%"
Ceará,Ignorado,2013,Masc,60-65,"100,0%"
Ceará,Ignorado,2013,Fem,14-19,"100,0%"
Ceará,Ignorado,2013,Fem,20-29,"100,0%"
Ceará,Ignorado,2013,Fem,30-39,"67,8%"
Ceará,Ignorado,2013,Fem,40-49,"100,0%"
Ceará,Ignorado,2013,Fem,50-59,"100,0%"
Ceará,Ignorado,2013,Total,14-19,"100,0%"
Ceará,Ignorado,2013,Total,20-29,"86,8%"
Ceará,Ignorado,2013,Total,30-39,"85,6%"
Ceará,Ignorado,2013,Total,40-49,"100,0%"
Ceará,Ignorado,2013,Total,50-59,"100,0%"
Ceará,Ignorado,2013,Total,60-65,"100,0%"
Ceará,Ignorado,2013,Masc,Total,"89,6%"
Ceará,Ignorado,2013,Fem,Total,"93,2%"
Ceará,Ignorado,2014,Total,Total,"83,9%"
Ceará,Ignorado,2014,Masc,14-19,"87,0%"
Ceará,Ignorado,2014,Masc,20-29,"100,0%"
Ceará,Ignorado,2014,Masc,30-39,"95,0%"
Ceará,Ignorado,2014,Masc,40-49,"87,0%"
Ceará,Ignorado,2014,Masc,50-59,"80,3%"
Ceará,Ignorado,2014,Masc,60-65,"100,0%"
Ceará,Ignorado,2014,Fem,14-19,"9,1%"
Ceará,Ignorado,2014,Fem,20-29,"77,9%"
Ceará,Ignorado,2014,Fem,30-39,"100,0%"
Ceará,Ignorado,2014,Fem,40-49,"100,0%"
Ceará,Ignorado,2014,Fem,50-59,"100,0%"
Ceará,Ignorado,2014,Fem,60-65,"100,0%"
Ceará,Ignorado,2014,Total,14-19,"33,1%"
Ceará,Ignorado,2014,Total,20-29,"97,9%"
Ceará,Ignorado,2014,Total,30-39,"96,5%"
Ceará,Ignorado,2014,Total,40-49,"90,8%"
Ceará,Ignorado,2014,Total,50-59,"90,8%"
Ceará,Ignorado,2014,Total,60-65,"100,0%"
Ceará,Ignorado,2014,Masc,Total,"95,4%"
Ceará,Ignorado,2014,Fem,Total,"60,0%"
Ceará,Ignorado,2015,Total,Total,"85,9%"
Ceará,Ignorado,2015,Masc,14-19,"100,0%"
Ceará,Ignorado,2015,Masc,20-29,"70,9%"
Ceará,Ignorado,2015,Masc,30-39,"100,0%"
Ceará,Ignorado,2015,Masc,40-49,"100,0%"
Ceará,Ignorado,2015,Masc,50-59,"100,0%"
Ceará,Ignorado,2015,Masc,60-65,"100,0%"
Ceará,Ignorado,2015,Fem,14-19,"100,0%"
Ceará,Ignorado,2015,Fem,20-29,"63,1%"
Ceará,Ignorado,2015,Fem,30-39,"88,0%"
Ceará,Ignorado,2015,Fem,40-49,"100,0%"
Ceará,Ignorado,2015,Fem,50-59,"100,0%"
Ceará,Ignorado,2015,Fem,60-65,"100,0%"
Ceará,Ignorado,2015,Fem,66+,"100,0%"
Ceará,Ignorado,2015,Total,14-19,"100,0%"
Ceará,Ignorado,2015,Total,20-29,"68,2%"
Ceará,Ignorado,2015,Total,30-39,"92,0%"
Ceará,Ignorado,2015,Total,40-49,"100,0%"
Ceará,Ignorado,2015,Total,50-59,"100,0%"
Ceará,Ignorado,2015,Total,60-65,"100,0%"
Ceará,Ignorado,2015,Total,66+,"100,0%"
Ceará,Ignorado,2015,Masc,Total,"86,2%"
Ceará,Ignorado,2015,Fem,Total,"85,6%"
Ceará,Ignorado,2016,Total,Total,"88,9%"
Ceará,Ignorado,2016,Masc,14-19,"56,8%"
Ceará,Ignorado,2016,Masc,20-29,"87,3%"
Ceará,Ignorado,2016,Masc,30-39,"100,0%"
Ceará,Ignorado,2016,Masc,40-49,"100,0%"
Ceará,Ignorado,2016,Masc,50-59,"100,0%"
Ceará,Ignorado,2016,Masc,66+,"100,0%"
Ceará,Ignorado,2016,Fem,14-19,"100,0%"
Ceará,Ignorado,2016,Fem,20-29,"71,5%"
Ceará,Ignorado,2016,Fem,30-39,"81,4%"
Ceará,Ignorado,2016,Fem,40-49,"67,8%"
Ceará,Ignorado,2016,Fem,50-59,"100,0%"
Ceará,Ignorado,2016,Fem,66+,"100,0%"
Ceará,Ignorado,2016,Total,14-19,"71,2%"
Ceará,Ignorado,2016,Total,20-29,"78,9%"
Ceará,Ignorado,2016,Total,30-39,"90,4%"
Ceará,Ignorado,2016,Total,40-49,"91,7%"
Ceará,Ignorado,2016,Total,50-59,"100,0%"
Ceará,Ignorado,2016,Total,66+,"100,0%"
Ceará,Ignorado,2016,Masc,Total,"94,2%"
Ceará,Ignorado,2016,Fem,Total,"82,4%"
Ceará,Ignorado,2017,Total,Total,"89,2%"
Ceará,Ignorado,2017,Masc,14-19,"45,4%"
Ceará,Ignorado,2017,Masc,20-29,"91,1%"
Ceará,Ignorado,2017,Masc,30-39,"77,7%"
Ceará,Ignorado,2017,Masc,40-49,"100,0%"
Ceará,Ignorado,2017,Masc,50-59,"100,0%"
Ceará,Ignorado,2017,Masc,60-65,"100,0%"
Ceará,Ignorado,2017,Masc,66+,"100,0%"
Ceará,Ignorado,2017,Fem,14-19,"100,0%"
Ceará,Ignorado,2017,Fem,20-29,"91,8%"
Ceará,Ignorado,2017,Fem,30-39,"88,0%"
Ceará,Ignorado,2017,Fem,40-49,"100,0%"
Ceará,Ignorado,2017,Fem,50-59,"100,0%"
Ceará,Ignorado,2017,Fem,60-65,"100,0%"
Ceará,Ignorado,2017,Fem,66+,"100,0%"
Ceará,Ignorado,2017,Total,14-19,"55,5%"
Ceará,Ignorado,2017,Total,20-29,"91,2%"
Ceará,Ignorado,2017,Total,30-39,"80,7%"
Ceará,Ignorado,2017,Total,40-49,"100,0%"
Ceará,Ignorado,2017,Total,50-59,"100,0%"
Ceará,Ignorado,2017,Total,60-65,"100,0%"
Ceará,Ignorado,2017,Total,66+,"100,0%"
Ceará,Ignorado,2017,Masc,Total,"86,7%"
Ceará,Ignorado,2017,Fem,Total,"94,9%"
Ceará,Ignorado,2018,Total,Total,"93,3%"
Ceará,Ignorado,2018,Masc,14-19,"100,0%"
Ceará,Ignorado,2018,Masc,20-29,"94,1%"
Ceará,Ignorado,2018,Masc,30-39,"100,0%"
Ceará,Ignorado,2018,Masc,40-49,"75,7%"
Ceará,Ignorado,2018,Masc,50-59,"100,0%"
Ceará,Ignorado,2018,Masc,60-65,"100,0%"
Ceará,Ignorado,2018,Masc,66+,"100,0%"
Ceará,Ignorado,2018,Fem,14-19,"0,0%"
Ceará,Ignorado,2018,Fem,20-29,"100,0%"
Ceará,Ignorado,2018,Fem,30-39,"89,4%"
Ceará,Ignorado,2018,Fem,40-49,"100,0%"
Ceará,Ignorado,2018,Fem,50-59,"100,0%"
Ceará,Ignorado,2018,Fem,60-65,"100,0%"
Ceará,Ignorado,2018,Total,14-19,"22,4%"
Ceará,Ignorado,2018,Total,20-29,"96,1%"
Ceará,Ignorado,2018,Total,30-39,"95,2%"
Ceará,Ignorado,2018,Total,40-49,"90,1%"
Ceará,Ignorado,2018,Total,50-59,"100,0%"
Ceará,Ignorado,2018,Total,60-65,"100,0%"
Ceará,Ignorado,2018,Total,66+,"100,0%"
Ceará,Ignorado,2018,Masc,Total,"95,3%"
Ceará,Ignorado,2018,Fem,Total,"90,9%"
Ceará,Ignorado,2019,Total,Total,"88,8%"
Ceará,Ignorado,2019,Masc,14-19,"0,0%"
Ceará,Ignorado,2019,Masc,20-29,"91,1%"
Ceará,Ignorado,2019,Masc,30-39,"96,1%"
Ceará,Ignorado,2019,Masc,40-49,"100,0%"
Ceará,Ignorado,2019,Masc,50-59,"82,7%"
Ceará,Ignorado,2019,Masc,60-65,"100,0%"
Ceará,Ignorado,2019,Masc,66+,"100,0%"
Ceará,Ignorado,2019,Fem,14-19,"67,5%"
Ceará,Ignorado,2019,Fem,20-29,"87,6%"
Ceará,Ignorado,2019,Fem,30-39,"56,8%"
Ceará,Ignorado,2019,Fem,40-49,"100,0%"
Ceará,Ignorado,2019,Fem,50-59,"100,0%"
Ceará,Ignorado,2019,Fem,60-65,"100,0%"
Ceará,Ignorado,2019,Fem,66+,"100,0%"
Ceará,Ignorado,2019,Total,14-19,"50,0%"
Ceará,Ignorado,2019,Total,20-29,"89,0%"
Ceará,Ignorado,2019,Total,30-39,"83,0%"
Ceará,Ignorado,2019,Total,40-49,"100,0%"
Ceará,Ignorado,2019,Total,50-59,"85,9%"
Ceará,Ignorado,2019,Total,60-65,"100,0%"
Ceará,Ignorado,2019,Total,66+,"100,0%"
Ceará,Ignorado,2019,Masc,Total,"92,5%"
Ceará,Ignorado,2019,Fem,Total,"83,2%"
Ceará,Ignorado,2020,Total,Total,"95,6%"
Ceará,Ignorado,2020,Masc,20-29,"100,0%"
Ceará,Ignorado,2020,Masc,30-39,"100,0%"
Ceará,Ignorado,2020,Masc,40-49,"97,6%"
Ceará,Ignorado,2020,Masc,50-59,"100,0%"
Ceará,Ignorado,2020,Masc,60-65,"100,0%"
Ceará,Ignorado,2020,Fem,20-29,"49,4%"
Ceará,Ignorado,2020,Fem,30-39,"95,6%"
Ceará,Ignorado,2020,Fem,40-49,"100,0%"
Ceará,Ignorado,2020,Fem,50-59,"100,0%"
Ceará,Ignorado,2020,Total,20-29,"75,4%"
Ceará,Ignorado,2020,Total,30-39,"97,2%"
